business_id,Name,Type,Stars ,City,Address
b5OBIHUqtJNsOCZpwSpUWQ,Burger King,Burgers;Fast Food;Restaurants,1,Chandler,"1945 S Alma School Rd
Chandler, AZ 85286"
fOrmUQoNIhxtu_WLKx7WQg,McDonald's,Burgers;Fast Food;Restaurants,1,Mesa,"411 N Val Vista Dr
Mesa, AZ 85213"
YkLnMTOf8XsqbYS7_qPNsQ,McDonald's,Burgers;Fast Food;Restaurants,1,Gilbert,"1945 E Baseline Rd
Gilbert, AZ 85233"
pA0Z8FbnfsoRmHe1ULqHeQ,McDonald's,Burgers;Fast Food;Restaurants,1,Tempe,"1429 W Baseline Rd
Tempe, AZ 85283"
1TJItj9VfrCeh4TM_SKQZg,McDonald's,Burgers;Fast Food;Restaurants,1,Goodyear,"1100 N Estrella Pkwy
Goodyear, AZ 85338"
cCStad4wX3ADPbz5AHCn9g,KFC,Fast Food;Chicken Wings;Restaurants,1,Madison,"604 Cottage Grove Rd
Eastmorland
Madison, WI 53716"
YxqUBsKvkPbc1LSiV-Y7tA,Kentucky Fried Chicken,Fast Food;Chicken Wings;Restaurants,1,Maricopa,"21566 N John Wayne Pkwy
Maricopa, AZ 85239"
Kq9c_9eam0vOvu7xfMnKIg,Pick Up Stixs,Fast Food;Chinese;Restaurants,1,Las Vegas,"3850 S Las Vegas Blvd
The Strip
Las Vegas, NV 89109"
x-YyGmE9tIXAUdg_4Py5KA,Pizza Hut,Fast Food;Pizza;Restaurants,1,Phoenix,"5233 S Central Ave
Phoenix, AZ 85040"
unMqU0OrlniCOKZIoQHb0A,Kfc,Fast Food;Restaurants,1,Sun Prairie,"1070 Emerald Ter
Sun Prairie, WI 53590"
QB64-PgfEUzbrOL50bJ0Bw,Wendy's,Fast Food;Restaurants,1,Madison,"3910 E Washington Ave
Westchester Gardens
Madison, WI 53704"
8NbZswmpIyWWHhpWqThQQQ,Sonic,Fast Food;Restaurants,1,Mesa,"1260 S Val Vista Dr
Mesa, AZ 85204"
aR3oAmXq7aFPH_zFF5Df0A,McDonald's,Fast Food;Restaurants,1,North Las Vegas,"3229 Losee Rd
North Las Vegas, NV 89030"
idvjjh3yCDu7Hupzl89iQw,Wienerschnitzel,Fast Food;Restaurants,1,Las Vegas,"4001 W Sahara Ave
Westside
Las Vegas, NV 89102"
RR7nf12D8cOkNi6HQAQbBA,McDonald's,Fast Food;Restaurants,1,Las Vegas,"5811 E Charleston Blvd
Sunrise
Las Vegas, NV 89142"
iOdaFYr_V6SKEKzB2fE92Q,Sonic Drive-In,American (Traditional);Fast Food;Restaurants,1.5,Glendale,"6501 W Glendale Ave
Glendale, AZ 85301"
8p1hx2a-GYQAhQzP5F7yDQ,Burger King,American (Traditional);Fast Food;Restaurants,1.5,Las Vegas,"10880 W Charleston Blvd
Summerlin
Las Vegas, NV 89135"
xH5axHFadmc7Veutt376TA,McDonald's,Burgers;Fast Food;Restaurants,1.5,Phoenix,"545 E McDowell Rd
Phoenix, AZ 85004"
TRhuiVSzrjveulJaH5lgow,Burger King,Burgers;Fast Food;Restaurants,1.5,Mesa,"2024 E Southern Ave
Mesa, AZ 85204"
saDJPEJvnionK0PZwSF9FA,Burger King,Burgers;Fast Food;Restaurants,1.5,Gilbert,"695 S Val Vista Dr
Gilbert, AZ 85296"
3fWX1wBJDsDiMsFZ1iFzyA,McDonald's,Burgers;Fast Food;Restaurants,1.5,Surprise,"14553 W Grand Ave
Surprise, AZ 85374"
Y3jVDgLRULH52M4_fXQOug,McDonald's,Burgers;Fast Food;Restaurants,1.5,Henderson,"65 S Valle Verde Dr
Henderson, NV 89012"
70B09fJOw9shYxwEoFdrPg,McDonald's,Burgers;Fast Food;Restaurants,1.5,North Las Vegas,"1406 W Craig Rd
North Las Vegas, NV 89032"
MR3-Ll-hoUGZMA-B1MTgGQ,Wendy's,Burgers;Fast Food;Restaurants,1.5,Las Vegas,"1725 W Charleston Blvd
Downtown
Las Vegas, NV 89102"
q8R86OehdNa5fQ9ssu3STg,McDonald's,Burgers;Fast Food;Restaurants,1.5,Mesa,"1460 W. Southern Ave.
Southern and Longmore
Mesa, AZ 85202"
G4lspZyt7AJx2c3711MaPQ,McDonald's,Burgers;Fast Food;Restaurants,1.5,Mesa,"6748 E McKellips Rd
Mesa, AZ 85215"
#NAME?,McDonald's,Burgers;Fast Food;Restaurants,1.5,Chandler,"990 N Arizona Ave
Chandler, AZ 85225"
EcVXqM7yZZeOO6jrLR-_xA,Carl's Jr Restaurants,Burgers;Fast Food;Restaurants,1.5,Las Vegas,"6960 W Tropicana Avenue
Spring Valley
Las Vegas, NV 89147"
KPffNxenVXEbKeSeC-zmfQ,McDonald's,Burgers;Fast Food;Restaurants,1.5,Phoenix,"650 E Bell Rd
Phoenix, AZ 85022"
6dLJtcFfD2kBbrOd42KHsQ,McDonald's,Burgers;Fast Food;Restaurants,1.5,Las Vegas,"2640 E Tropicana Ave
Eastside
Las Vegas, NV 89121"
VQAEtwQaWZPlEDTkBS7G3g,McDonald's,Burgers;Fast Food;Restaurants,1.5,Las Vegas,"10590 Southern Highlands Pkwy
Southwest
Las Vegas, NV 89141"
TTwSbXCOr60ozQoz48mJew,Kfc,Burgers;Fast Food;Restaurants,1.5,Las Vegas,"5940 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146"
TfW-f8ZtkS5XpIWe9GNZ1g,Wendy's,Burgers;Fast Food;Restaurants,1.5,Las Vegas,"4400 W Sahara Ave
Westside
Las Vegas, NV 89102"
qlgAl9biUkK1wvmJ4ggDFg,McDonald's,Burgers;Fast Food;Restaurants,1.5,Phoenix,"10230 N 32nd St
Phoenix, AZ 85028"
-3fmY6IhikhUQXpiaLgxHA,McDonald's,Burgers;Fast Food;Restaurants,1.5,Cottage Grove,"401 W Cottage Grove Rd
Cottage Grove, WI 53527"
FBr0VLYwiuy-LhSPQIKsAA,Mcdonalds,Burgers;Fast Food;Restaurants,1.5,Phoenix,"711 W Indian School Rd
Phoenix, AZ 85013"
Y0v2Qj7Wq0jDI4rJMsdJsQ,KFC,Fast Food;Chicken Wings;Restaurants,1.5,Mesa,"2210 E Baseline Rd
Mesa, AZ 85204"
4jxKmU2No9hGWCZuYPjeLQ,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,1.5,Phoenix,"1860 N 75th Ave
Phoenix, AZ 85035"
caSgnXFeNCMpBR_Djr6xPA,Little Caesars Pizza,Fast Food;Pizza;Restaurants,1.5,Scottsdale,"7919 E Thomas Road
Scottsdale, AZ 85251"
XWDk-pLSbVE2Vvv9Z-zusQ,Burger King,Fast Food;Restaurants,1.5,Madison,"2655 E Washington Ave
Starkweather - Yahar
Madison, WI 53704"
Snu39WyiChz0NwFWRMyUvQ,McDonald's,Fast Food;Restaurants,1.5,Phoenix,"2447 E Bell Road
Phoenix, AZ 85032"
WP8RUkeVXA4H34vlyDjI5A,McDonald's,Fast Food;Restaurants,1.5,Casa Grande,"1741 E Florence Boulevard
Casa Grande, AZ 85222"
hisR9LKBN9sgcMxclH0e7g,McDonald's,Fast Food;Restaurants,1.5,Fountain Hills,"16936 E Shea Blvd
Fountain Hills, AZ 85268"
rjJ2JE5UNPE5JQhPmo1vHw,Jack In the Box,Fast Food;Restaurants,1.5,Peoria,"8236 W Deer Valley Rd
Peoria, AZ 85382"
-8vrk9UzM2oIey95PZOHuA,KFC,Fast Food;Restaurants,1.5,Peoria,"9251 W Union Hills Dr
Peoria, AZ 85382"
4jxe81SmrVLp_XDUIpXYMg,Kfc,Fast Food;Restaurants,1.5,Las Vegas,"4420 W Sahara Ave
Westside
Las Vegas, NV 89102"
vhjdXf1dpYpV_unDVMFuEg,McDonald's,Fast Food;Restaurants,1.5,Las Vegas,"3500 E Bonanza Rd
Las Vegas, NV 89110"
bbi230ds25DLJ093eaSryQ,Jack in The Box,Fast Food;Restaurants,1.5,Phoenix,"132 W McDowell Rd
Phoenix, AZ 85003"
dbMKVb_0pwptu3tdgFrWjQ,KFC,Fast Food;Restaurants,1.5,Phoenix,"7634 W Indian School Rd
Phoenix, AZ 85033"
vKSyuGH08YJuJYbP3o_PXw,Kfc,Fast Food;Restaurants,1.5,Phoenix,"3550 W Thunderbird Rd
Phoenix, AZ 85053"
c51leTTj2gxo0PdypLoQWA,KFC,Fast Food;Restaurants,1.5,Mesa,"5249 E Brown Rd
Mesa, AZ 85205"
wxvOv5ERgY2SPp1OyIdLEQ,McDonald's,Fast Food;Restaurants,1.5,Chandler,"1090 E Pecos Rd
Chandler, AZ 85225"
Gy6hVorUNFCqNr-eYh5ZVA,Arby's,Fast Food;Restaurants,1.5,Scottsdale,"11054 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85259"
kbRp8hTFtIhE5kblOQLjaw,KFC,Fast Food;Restaurants,1.5,Sun City,"10661 Grand Ave
Sun City, AZ 85351"
GoEHXcq_nY4jZOx3Ay5gxw,Sonic Drive-In,American (Traditional);Fast Food;Restaurants,2,Mesa,"2935 S Dobson Rd
Mesa, AZ 85202"
zVXcQcJS2Aq9qtyJUCWGrg,Sonic Drive-In,American (Traditional);Fast Food;Restaurants,2,Mesa,"3033 E McKellips Rd
Mesa, AZ 85213"
qdCbbg7FyD6mzf0L_g64uA,Church's Chicken,Burgers;Fast Food;Chicken Wings;Restaurants,2,Las Vegas,"7925 S Rainbow Blvd
Southwest
Las Vegas, NV 89113"
DwU7wQtSs3eftKs3Q-EEjw,Wendy's,Burgers;Fast Food;Hot Dogs;Restaurants,2,Mesa,"1205 N Country Club Dr
Mesa, AZ 85201"
beSNHSvR9kjE_5vXJ_tlfw,Sonic Drive-In,Burgers;Fast Food;Restaurants,2,Phoenix,"734 E Greenway Pkwy
Phoenix, AZ 85022"
5q2G7FK3J_Eml_mcldO7Lg,McDonalds,Burgers;Fast Food;Restaurants,2,Gold Canyon,"7138 E US Hwy 60
Gold Canyon, AZ 85218"
iJDzwfZ7qwRMQq4YIm6ERQ,Burger King,Burgers;Fast Food;Restaurants,2,Fountain Hills,"13725 N Fountain Hills Blvd
Fountain Hills, AZ 85268"
4XVECNP7u2WBr2us6yTS1w,McDonald's,Burgers;Fast Food;Restaurants,2,Tempe,"5144 S Rural Rd
Tempe, AZ 85282"
tfxveeZkRB1N5o23jLrSxg,Burger King,Burgers;Fast Food;Restaurants,2,Tempe,"1220 W Elliot Rd
Tempe, AZ 85284"
XpkaEp0UhtNMpKtEGfsV7Q,McDonald's,Burgers;Fast Food;Restaurants,2,Glendale,"20227 N 67th Ave
Glendale, AZ 85308"
k9jVAnCxDUfg3f9CN9boRw,McDonald's,Burgers;Fast Food;Restaurants,2,Litchfield Park,"13018 W Indian School Rd
Litchfield Park, AZ 85340"
Kbnud85y88SIzCVGPm990Q,Wendy's,Burgers;Fast Food;Restaurants,2,Henderson,"1131 W Sunset Rd
Henderson, NV 89014"
pLkCwBknZUkJqIdlPswyuQ,McDonald's,Burgers;Fast Food;Restaurants,2,Henderson,"540 Marks St
Henderson, NV 89014"
YHGpemLe7cbnPSubG-cRRg,Burger King,Burgers;Fast Food;Restaurants,2,Phoenix,"3549 W Bell Rd
Phoenix, AZ 85053"
_D3KUba-5fHTbucTBAnigw,Wendy's,Burgers;Fast Food;Restaurants,2,Gilbert,"929 N Arizona Ave
Gilbert, AZ 85233"
K9lqz1JiwNE6cctR6qsJuA,McDonald's,Burgers;Fast Food;Restaurants,2,Tempe,"1785 E University Dr
Tempe, AZ 85281"
3_-UavvGHSl3yzyX3KGg0Q,Burger King,Burgers;Fast Food;Restaurants,2,Tempe,"6402 S Rural Rd
Tempe, AZ 85283"
4UW9-KiLGAQIlhR0QCJ2Gw,Wendy's,Burgers;Fast Food;Restaurants,2,Las Vegas,"301 S Decatur Blvd
Westside
Las Vegas, NV 89107"
VAEUkY_a_p94bT3Gnf4FDg,Wendy's,Burgers;Fast Food;Restaurants,2,Las Vegas,"2601 S Eastern Ave
Eastside
Las Vegas, NV 89169"
OS3VOCuv0SkuWyjsziwj1Q,McDonald's,Burgers;Fast Food;Restaurants,2,Las Vegas,"8425 Centennial Pkwy
Centennial
Las Vegas, NV 89149"
dYf5eX8oK5ughIeghqifRQ,McDonald's,Burgers;Fast Food;Restaurants,2,Tempe,"1205 S Rural Rd
Tempe, AZ 85280"
Su8UxQI3ggk1-IXGZliZ5g,McDonald's,Burgers;Fast Food;Restaurants,2,Phoenix,"6005 S Central Ave
Phoenix, AZ 85040"
HXIwTk1zKEU9mvjkrMPLoQ,Carl's Jr.,Burgers;Fast Food;Restaurants,2,Glendale,"5775 W Northern Ave
Glendale, AZ 85301"
ikcyah81MTF4ZzOivmPitw,Sonic Drive-In,Burgers;Fast Food;Restaurants,2,Gilbert,"4075 S Higley Rd
Gilbert, AZ 85297"
WidRcJJQT3gb39bDwyRiLg,Wendy's,Burgers;Fast Food;Restaurants,2,Scottsdale,"4915 N Pima Rd
Scottsdale, AZ 85251"
uEoOaDZIl9SEBU-ioPN1bw,Wendy's,Burgers;Fast Food;Restaurants,2,Tempe,"1110 E Baseline Rd
Tempe, AZ 85283"
Qcg-Ho7I6niCGNlfEasZNg,Wendy's,Burgers;Fast Food;Restaurants,2,Phoenix,"7000 E Mayo Blvd
Phoenix, AZ 85054"
Lpo8AT_qSN_wf2gIrssRUA,Burger King,Burgers;Fast Food;Restaurants,2,Chandler,"2972 N Alma School Rd
Chandler, AZ 85224"
5lfBfk8OSiqUkxfufYTahA,McDonald's,Burgers;Fast Food;Restaurants,2,Las Vegas,"2020 N Rainbow Blvd
Las Vegas, NV 89108"
bRSeMsFesSkjzSVIGCKIDg,Burger King,Burgers;Fast Food;Restaurants,2,Las Vegas,"3555 S Maryland Pkwy
Eastside
Las Vegas, NV 89169"
nQOfSLVkN6GnBCYKSc0vYg,McDonald's,Burgers;Fast Food;Restaurants,2,Phoenix,"926 E Indian School Rd
Phoenix, AZ 85012"
tl9XIP5trlkcuSfTQqe5jg,McDonalds,Burgers;Fast Food;Restaurants,2,Goodyear,"632 N Estrella Pkwy
Goodyear, AZ 85338"
pkTf45JzlYOThKKIfjQJqg,McDonald's,Burgers;Fast Food;Restaurants,2,Surprise,"13933 N Litchfield Rd
Surprise, AZ 85379"
LNdwp-9Isnd6xmBKUz4K_A,McDonald's,Burgers;Fast Food;Restaurants,2,Ahwatukee,"10823 S 51st St
Ahwatukee, AZ 85044"
4wYG8byvCI62xTWKpOSwdQ,McDonalds,Burgers;Fast Food;Restaurants,2,Las Vegas,"2650 W Sahara
Las Vegas, NV 89102"
xzBR6vH_zx1HamX1cFFu-g,Mcdonald's,Burgers;Fast Food;Restaurants,2,Nellis Afb,"4215 Las Vegas Blvd N
Nellis Afb, NV 89115"
KkwfSSO6-W48ktRN2uHlTA,McDonald's,Burgers;Fast Food;Restaurants,2,Peoria,"24710 N Lake Pleasant Pkwy
Peoria, AZ 85383"
hHneutBDgSpp7l9CUROyaA,McDonald's,Burgers;Fast Food;Restaurants,2,Las Vegas,"1343 Silverado Ranch Blvd
Southeast
Las Vegas, NV 89183"
Lw0Y13fAlemyMHD5i_qcZg,Carls Jr,Burgers;Fast Food;Restaurants,2,Phoenix,"2342 E Thomas Rd
Phoenix, AZ 85016"
pPwYr1PwAnsNaZllnwQ_GA,McDonald's,Burgers;Fast Food;Restaurants,2,Las Vegas,"3451 W Tropicana Ave
Las Vegas, NV 89103"
H-pWqJyQ_b5RxYty6w6bdg,Wendy's,Burgers;Fast Food;Restaurants,2,New River,"3422 W Anthem Way
New River, AZ 85086"
5i_EHzsHLWrafCqiCFx6_g,McDonald's,Burgers;Fast Food;Restaurants,2,Tempe,"1401-1525 W Elliot Rd
Tempe, AZ 85284"
85GaloTNAYNl3hF87CPdkg,Kfc,Fast Food;Chicken Wings;Restaurants,2,Madison,"7501 Mineral Point Rd
Madison, WI 53717"
wkpJsLWPizlb8M0_418Qpg,KFC,Fast Food;Chicken Wings;Restaurants,2,Glendale,"4338 W Glendale Ave
Glendale, AZ 85301"
m-akXro6GMgJt627Hc1rGA,Popeyes Chicken and Biscuits,Fast Food;Chicken Wings;Restaurants,2,Las Vegas,"7110 S Durango Dr
Spring Valley
Las Vegas, NV 89113"
GIG-c0WT3b5f8CdtkyQ9yw,Popeye's Chicken & Biscuits,Fast Food;Chicken Wings;Restaurants,2,Phoenix,"6540 W Thomas Rd
Phoenix, AZ 85033"
eODFYaXpC0M_39dzR5B2Nw,Panda Express,Fast Food;Chinese;Restaurants,2,Chandler,"1020 E Pecos Rd
Chandler, AZ 85225"
WqSQaa_sQW6Q5YjB6edMQA,Ricebox Take Away Food Shops,Fast Food;Chinese;Restaurants,2,Edinburgh,"28 Easter Rd
Leith
Edinburgh EH7 5RG"
LtdVdYhs7MAwwTBuHhdsFQ,Panda Express,Fast Food;Chinese;Restaurants,2,Phoenix,"5229 W Indian School Rd
Phoenix, AZ 85031"
n4-9RkaPPW0UNZ4py8vGcg,Roberto's Taco Shop,Fast Food;Mexican;Restaurants,2,Las Vegas,"7380 S Eastern Ave Ste 118
Southeast
Las Vegas, NV 89123"
fGZEYvCzqAiQEUYUMiq97g,Fresca's Mexican Grill,Fast Food;Mexican;Restaurants,2,Phoenix,"4250 W Anthem Way
Phoenix, AZ 85086"
vKZk6rxGVpOK13rb1OwEOA,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Mesa,"1256 South Country Club Dr
Mesa, AZ 85210"
JXu6H3o0G0SRw7AFrbc4qQ,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Chandler,"2030 North Alma School Rd
Chandler, AZ 85224"
6jdKnIjJ9n5knZoSj7qtDw,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Las Vegas,"2440 S Maryland Pkwy
Downtown
Las Vegas, NV 89104"
CApvjaNmMJUnfzz5hVpjrA,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Las Vegas,"5645 S Rainbow Blvd
Spring Valley
Las Vegas, NV 89113"
GGXtuLHpWWhkUpVynhFHWw,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Phoenix,"4035 N 7th Ave
Phoenix, AZ 85013"
ysUJiLxFpfMCu9NdG0Dn0Q,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Mesa,"4444 East Main Street
Mesa, AZ 85205"
y00oZaBgHET4IY0VfOw4SA,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Mesa,"2028 North Power Road
Mesa, AZ 85215"
j0cSJ3AX6bKM9MmwQOSy1A,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Phoenix,"725 W. Southern Avenue
Phoenix, AZ 85041"
kAFfVsLzPmA6Z9yFZZIy7Q,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Glendale,"7714 West Bell Road
Glendale, AZ 85308"
mt7scTEjBOKKgWamSBcf_Q,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Anthem,"3659 W. Anthem Way
Anthem, AZ 85086"
qMM8kigvEnfAkbTX7V1o_Q,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Cave Creek,"29844 N Cave Creek Rd
Cave Creek, AZ 85331"
8OAxRICR00G9xwdq3OdjCA,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Las Vegas,"4292 Blue Diamond Rd
Southwest
Las Vegas, NV 89139"
e8SKP917u2g0MTAaoGkCnA,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2,Glendale,"5705 W Bell Rd
Glendale, AZ 85308"
4sE8irsM-l6Y-Npodmx9kA,Pizza Hut,Fast Food;Pizza;Restaurants,2,Phoenix,"3375 E Shea Blvd
Ste C2
Phoenix, AZ 85028"
0vb_YDCtZo0Yk9zHF7rzSA,Pizza Hut,Fast Food;Pizza;Restaurants,2,Phoenix,"1839 W Indian School Rd
Phoenix, AZ 85015"
aZ7_6RCmDpwTVWybClDxbQ,Pizza Hut,Fast Food;Pizza;Restaurants,2,Scottsdale,"3554 N Goldwater Blvd
Scottsdale, AZ 85251"
iw7U-ZLP7Kp1gpNdCIf9Gg,Pizza Hut,Fast Food;Pizza;Restaurants,2,Scottsdale,"7790 E  McDowell Rd
Ste 102
Scottsdale, AZ 85257"
bLbZRs9Kcy1aXsdRWYJIgg,Pizza Hut,Fast Food;Pizza;Restaurants,2,Phoenix,"2436 E Bell Rd
Phoenix, AZ 85032"
u0zjW7rluJgUeQTnaZnkJQ,Churchs Chicken,Fast Food;Restaurants,2,Phoenix,"3150 E Thomas Rd
Phoenix, AZ 85016"
lgWe8lSmcBk4Pq0kVI9-0A,Kfc,Fast Food;Restaurants,2,Phoenix,"2436 E Indian School Rd
Phoenix, AZ 85016"
hgy8A1Wnqyi4M-HJIFLpyQ,Dairy Queen,Fast Food;Restaurants,2,Phoenix,"3550 E Bell Rd
Phoenix, AZ 85032"
1-t2rcSaH4JGi1jejiHfCA,Jack in the Box,Fast Food;Restaurants,2,Phoenix,"3150 E Washington St
Phoenix, AZ 85034"
GVaaRfCXGBZeypTL8GNJlw,Panda Express,Fast Food;Restaurants,2,Tempe,"5000 S Arizona Mills Cir
Ste 645
Tempe, AZ 85282"
NXM8ne3kCsrq3EQo42UW2A,McDonald's,Fast Food;Restaurants,2,Goodyear,"870 N Dysart Rd
Goodyear, AZ 85338"
LqmUxPOdZIvTBGk5F1rlLA,Wendy's,Fast Food;Restaurants,2,Surprise,"12701 W Bell Rd
Surprise, AZ 85378"
10kKkojqQmjYfFRtfLQLpg,Arby's Roast Beef,Fast Food;Restaurants,2,Henderson,"590 N Stephanie St
Henderson, NV 89014"
gtlAwb0eZ4rPWjv_42OUCA,McDonald's,Fast Food;Restaurants,2,Las Vegas,"3175 N Rancho Dr
Northwest
Las Vegas, NV 89130"
cc2GmqotftMW6B4K1PhQ-w,KFC,Fast Food;Restaurants,2,Las Vegas,"4434 N Rancho Dr
Northwest
Las Vegas, NV 89130"
VGfxLCiUYKjE-LreN6r50A,McDonald's,Fast Food;Restaurants,2,Las Vegas,"6360 W Charleston Blvd
Westside
Las Vegas, NV 89146"
tJvUgjY7dJhCunOC10tKpg,McDonald's,Fast Food;Restaurants,2,Las Vegas,"6915 Blue Diamond Rd
Southwest
Las Vegas, NV 89178"
FqEsXFhkFKCfMiz_QqUKTA,Kfc,Fast Food;Restaurants,2,Phoenix,"2902 N 7th Ave
Phoenix, AZ 85013"
nKrUueeLiIAeMH8nGhdh3A,McDonald's,Fast Food;Restaurants,2,Phoenix,"3207 W Indian School Rd
Phoenix, AZ 85017"
5oe5ciunMsjPKLAj0pl_Lg,Jack in the Box,Fast Food;Restaurants,2,Phoenix,"9920 W Indian School Rd
Phoenix, AZ 85037"
5Pm2O9CdS6hK3rd2ZkZhBg,Jack in the Box,Fast Food;Restaurants,2,Chandler,"955 E Riggs Rd
Chandler, AZ 85249"
Wzm33GwGm_xosXZF6Jx1-w,KFC,Fast Food;Restaurants,2,Scottsdale,"8050 E Indian School Rd
Scottsdale, AZ 85251"
8tGQZpKXJzQEu0we77w7eg,McDonald's,Fast Food;Restaurants,2,Gilbert,"4740 E Queen Creek Rd
Gilbert, AZ 85297"
HS6K-7G7rkqv4lN3a_pk9A,Wendy's,Fast Food;Restaurants,2,Cave Creek,"4815 E Carefree Hwy
Ste 108
Cave Creek, AZ 85331"
